Channel              :		CH1
Frequency            :		57.80Hz
Period               :		17.30ms
PK-PK                :		33.99mV
Average              :		-0.501mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.001563mV
Time interval        :		10.00000uS

index		CH1_Voltage(mV)
1		5.306250
2		6.262500
3		4.693750
4		4.693750
5		5.100000
6		3.875000
7		4.050000
8		4.575000
9		3.762500
10		4.168750
11		3.850000
12		3.356250
13		4.868750
14		4.806250
15		3.762500
16		5.068750
17		4.956250
18		4.287500
19		5.481250
20		5.156250
21		5.100000
22		6.031250
23		5.218750
24		5.800000
25		6.556250
26		5.800000
27		6.237500
28		6.587500
29		5.537500
30		6.031250
31		6.700000
32		5.656250
33		6.412500
34		6.700000
35		6.237500
36		7.225000
37		7.193750
38		6.906250
39		8.243750
40		8.212500
41		7.750000
42		8.825000
43		8.506250
44		7.806250
45		8.418750
46		8.618750
47		7.575000
48		8.506250
49		7.631250
50		7.487500
51		7.950000
52		7.256250
53		7.631250
54		8.100000
55		7.050000
56		7.543750
57		7.981250
58		7.106250
59		7.256250
60		7.281250
61		6.206250
62		6.818750
63		6.325000
64		5.712500
65		6.381250
66		6.668750
67		6.206250
68		7.137500
69		6.875000
70		6.700000
71		7.018750
72		6.525000
73		6.700000
74		7.106250
75		5.887500
76		6.000000
77		6.206250
78		5.275000
79		6.031250
80		6.262500
81		5.506250
82		6.381250
83		6.206250
84		5.681250
85		6.000000
86		6.175000
87		5.243750
88		5.537500
89		5.712500
90		4.550000
91		5.187500
92		5.068750
93		4.925000
94		4.725000
95		5.100000
96		5.131250
97		5.218750
98		4.725000
99		4.893750
100		5.800000
101		4.575000
102		5.100000
103		5.450000
104		4.925000
105		5.393750
106		5.737500
107		4.981250
108		5.450000
109		5.506250
110		4.893750
111		5.243750
112		5.418750
113		4.868750
114		5.100000
115		4.575000
116		3.937500
117		5.131250
118		4.462500
119		4.637500
120		5.825000
121		5.450000
122		5.537500
123		6.150000
124		5.450000
125		5.856250
126		6.000000
127		5.506250
128		5.537500
129		5.306250
130		5.218750
131		5.481250
132		5.568750
133		4.956250
134		6.087500
135		5.593750
136		5.068750
137		6.000000
138		5.481250
139		4.662500
140		5.100000
141		4.050000
142		3.793750
143		4.225000
144		3.062500
145		2.887500
146		3.531250
147		2.362500
148		3.062500
149		3.500000
150		2.568750
151		3.531250
152		3.937500
153		3.150000
154		4.200000
155		3.793750
156		3.500000
157		3.818750
158		3.618750
159		2.512500
160		3.206250
161		2.625000
162		2.337500
163		2.887500
164		2.162500
165		2.337500
166		3.206250
167		2.131250
168		2.775000
169		3.675000
170		3.206250
171		4.137500
172		4.750000
173		4.981250
174		5.712500
175		6.087500
176		5.712500
177		5.887500
178		6.700000
179		6.087500
180		6.818750
