Channel              :		CH1
Frequency            :		24.63Hz
Period               :		40.60ms
PK-PK                :		43.75mV
Average              :		-0.581mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.003125mV
Time interval        :		20.00000uS

index		CH1_Voltage(mV)
1		8.025001
2		7.912500
3		7.675000
4		7.625000
5		7.562500
6		7.737500
7		7.737500
8		8.212501
9		8.800000
10		8.912500
11		7.675000
12		7.262500
13		6.625000
14		6.437500
15		6.562500
16		7.087500
17		7.387500
18		8.800000
19		9.212501
20		9.262500
21		9.500000
22		11.200000
23		10.387500
24		10.737500
25		10.150001
26		10.387500
27		9.800000
28		10.150001
29		9.912500
30		9.850000
31		9.612500
32		9.850000
33		9.500000
34		10.262500
35		9.975000
36		9.675000
37		9.675000
38		9.262500
39		9.800000
40		8.975000
41		9.325000
42		9.912500
43		10.200000
44		10.437500
45		10.800000
46		11.087501
47		11.150001
48		10.800000
49		11.087501
50		10.975000
51		10.975000
52		10.800000
53		10.200000
54		10.850000
55		10.200000
56		9.800000
57		11.087501
58		10.262500
59		10.912500
60		10.325000
61		10.087501
62		9.612500
63		9.500000
64		9.087501
65		9.675000
66		9.212501
67		9.500000
68		9.612500
69		9.437500
70		9.800000
71		10.025001
72		9.262500
73		9.212501
74		9.325000
75		9.437500
76		9.387500
77		9.675000
78		8.850000
79		9.562500
80		9.437500
81		9.087501
82		8.800000
83		8.912500
84		8.437500
85		9.500000
86		9.612500
87		9.437500
88		9.150001
89		9.437500
90		9.262500
91		8.800000
92		9.087501
93		9.025001
94		9.500000
95		10.200000
96		10.325000
97		10.262500
98		9.675000
99		8.912500
100		8.562500
101		8.262500
102		10.087501
103		11.262500
104		11.912500
105		12.500000
106		11.262500
107		9.975000
108		9.387500
109		10.200000
110		11.150001
111		11.975000
112		11.262500
113		9.975000
114		8.912500
115		7.150000
116		5.912500
117		6.737500
118		8.212501
119		9.737500
120		11.437500
121		13.375000
122		13.612500
123		12.325000
124		10.975000
125		8.850000
126		7.437500
127		8.562500
128		11.025001
129		14.150001
130		16.912500
131		17.025000
132		16.087500
133		12.562500
134		10.500000
135		9.087501
136		9.212501
137		10.850000
138		11.387500
139		11.087501
140		9.912500
141		7.625000
142		7.387500
143		7.437500
144		9.212501
145		10.800000
146		11.150001
147		10.562500
148		9.437500
149		6.675000
150		6.037500
151		4.975000
152		5.850000
153		6.212500
154		8.025001
155		8.025001
156		8.737500
157		7.912500
158		7.562500
159		6.087500
160		6.037500
161		5.450000
162		6.737500
163		7.087500
164		8.437500
165		9.387500
166		8.087501
167		7.150000
168		5.387500
169		4.912500
170		4.212500
171		4.625000
172		5.562500
173		6.262500
174		6.675000
175		6.387500
176		4.675000
177		2.675000
178		2.037500
179		1.562500
180		3.037500
181		3.975000
182		5.087500
183		6.087500
184		6.437500
185		5.737500
186		5.212500
187		5.037500
188		5.087500
189		5.800000
190		7.037500
191		7.325000
192		7.625000
193		7.562500
194		7.150000
195		6.675000
196		6.975000
197		7.325000
198		6.975000
199		7.800000
200		7.500000
201		6.500000
202		5.737500
203		4.975000
204		4.800000
205		4.625000
206		4.800000
207		5.675000
208		5.737500
209		5.500000
210		4.675000
211		4.325000
212		4.450000
213		4.087500
214		3.737500
215		3.862500
216		3.325000
217		3.212500
218		2.562500
219		2.562500
220		2.325000
221		2.562500
222		3.387500
223		3.737500
224		3.737500
225		4.387500
226		3.675000
227		3.037500
228		2.675000
229		1.625000
230		1.500000
231		1.387500
232		1.625000
233		2.450000
234		1.912500
235		2.737500
236		1.975000
237		2.037500
238		1.450000
239		0.800000
240		0.212500
241		0.562500
242		0.975000
243		1.150000
244		1.212500
245		1.737500
246		2.625000
247		3.325000
248		3.325000
249		3.737500
250		4.150000
251		4.387500
252		4.150000
253		3.625000
254		3.150000
255		3.450000
256		3.150000
257		3.625000
258		3.500000
259		3.625000
260		3.675000
