Channel              :		CH1
Frequency            :		  ?
Period               :		  ?
PK-PK                :		24.74mV
Average              :		0.280mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.001563mV
Time interval        :		4.00000uS

index		CH1_Voltage(mV)
1		-6.218750
2		-6.131250
3		-6.250000
4		-6.568750
5		-7.125000
6		-7.237500
7		-6.975000
8		-6.106250
9		-6.250000
10		-5.900000
11		-6.887500
12		-7.006250
13		-7.850000
14		-7.356250
15		-6.800000
16		-6.425000
17		-6.281250
18		-6.600000
19		-7.150000
20		-7.443750
21		-7.325000
22		-6.687500
23		-6.193750
24		-6.131250
25		-5.437500
26		-5.956250
27		-6.131250
28		-6.368750
29		-5.406250
30		-5.000000
31		-4.418750
32		-4.268750
33		-4.937500
34		-5.087500
35		-5.318750
36		-4.562500
37		-4.212500
38		-4.243750
39		-3.981250
40		-4.356250
41		-4.737500
42		-5.518750
43		-4.618750
44		-4.587500
45		-4.093750
46		-3.718750
47		-4.825000
48		-4.912500
49		-5.812500
50		-4.937500
51		-4.506250
52		-4.531250
53		-3.718750
54		-4.737500
55		-4.937500
56		-5.868750
57		-5.406250
58		-5.000000
59		-4.912500
60		-4.850000
61		-5.375000
62		-5.756250
63		-5.843750
64		-6.625000
65		-5.843750
66		-5.868750
67		-5.900000
68		-5.406250
69		-6.368750
70		-6.687500
71		-6.775000
72		-6.131250
73		-5.843750
74		-5.581250
75		-5.375000
76		-5.375000
77		-5.900000
78		-6.687500
79		-6.131250
80		-5.693750
81		-5.200000
82		-5.200000
83		-5.668750
84		-6.043750
85		-6.218750
86		-6.218750
87		-5.606250
88		-5.262500
89		-5.318750
90		-5.550000
91		-6.131250
92		-6.656250
93		-6.712500
94		-5.437500
95		-4.912500
96		-4.068750
97		-4.675000
98		-4.793750
99		-5.350000
100		-5.025000
101		-4.068750
102		-3.631250
103		-3.718750
104		-2.556250
105		-3.225000
106		-3.312500
107		-3.225000
108		-2.612500
109		-2.000000
110		-2.031250
111		-1.125000
112		-1.968750
113		-2.143750
114		-1.856250
115		-2.206250
116		-1.212500
117		-0.862500
118		-0.518750
119		-0.456250
120		-0.893750
121		-1.300000
122		-1.037500
123		-0.662500
124		0.093750
125		0.093750
126		-0.050000
127		-0.081250
128		-0.456250
129		-0.631250
130		-0.256250
131		0.150000
132		0.150000
133		0.500000
134		-0.543750
135		-0.806250
136		-1.331250
137		-0.893750
138		-0.693750
139		-0.837500
140		-1.037500
141		-1.825000
142		-2.962500
143		-2.900000
144		-2.812500
145		-2.756250
146		-2.643750
147		-2.843750
148		-3.600000
149		-3.918750
150		-4.506250
151		-5.231250
152		-3.743750
153		-4.156250
154		-4.006250
155		-4.968750
156		-5.262500
157		-5.987500
158		-6.568750
159		-5.781250
160		-5.812500
161		-5.606250
162		-5.987500
163		-6.975000
164		-6.950000
165		-8.112500
166		-7.643750
167		-7.300000
168		-7.268750
169		-7.268750
170		-7.468750
171		-8.287500
172		-8.343750
173		-8.375000
174		-7.937500
175		-7.793750
176		-7.881250
177		-7.531250
178		-7.762500
179		-8.431250
180		-8.400000
181		-8.081250
182		-7.412500
183		-7.093750
184		-7.300000
185		-7.587500
186		-7.762500
187		-7.850000
188		-6.950000
189		-6.568750
190		-6.162500
191		-6.512500
192		-6.600000
193		-6.775000
194		-6.831250
195		-5.812500
196		-5.231250
197		-4.531250
198		-4.675000
199		-5.200000
200		-4.706250
201		-4.531250
202		-4.443750
203		-3.106250
204		-2.468750
205		-2.000000
206		-2.231250
207		-3.162500
208		-2.493750
209		-2.493750
210		-1.650000
211		-1.012500
212		-0.950000
213		-1.125000
214		-1.506250
215		-1.681250
216		-2.031250
217		-1.331250
218		-0.981250
219		-0.806250
220		-0.981250
221		-1.537500
222		-1.593750
223		-1.650000
224		-1.275000
225		-0.862500
226		-0.781250
227		-0.950000
228		-1.100000
229		-1.068750
230		-1.768750
231		-1.450000
232		-1.037500
233		-0.950000
234		-0.575000
235		-1.187500
236		-1.475000
237		-1.737500
238		-1.450000
239		-1.300000
240		-0.981250
241		-0.893750
242		-1.450000
243		-1.537500
244		-1.593750
245		-1.793750
246		-1.037500
247		-1.100000
248		-0.312500
249		-0.862500
250		-0.862500
251		-1.537500
252		-1.537500
253		-0.487500
254		-0.862500
255		0.093750
256		0.412500
257		-0.193750
258		-0.368750
259		-1.387500
260		-0.575000
261		-0.281250
262		0.237500
263		-0.543750
264		-0.487500
265		-1.100000
266		-1.243750
267		-1.625000
268		-0.662500
269		-0.950000
270		-0.456250
271		-1.100000
272		-1.156250
273		-1.243750
274		-1.825000
275		-0.950000
276		-0.718750
277		-0.368750
278		-1.187500
279		-0.456250
280		-1.156250
281		-1.068750
282		-0.518750
283		-0.256250
284		0.443750
285		0.618750
286		-0.456250
287		-0.606250
288		-0.431250
289		-0.343750
290		0.268750
291		0.937500
292		0.675000
293		0.037500
294		-0.368750
295		-0.431250
296		-0.518750
297		0.356250
298		0.412500
299		0.881250
300		0.300000
301		0.268750
302		-0.456250
303		-0.606250
304		0.412500
305		0.212500
306		0.443750
307		-0.081250
308		-0.431250
309		-0.950000
310		-1.712500
311		-0.575000
312		-0.518750
313		-0.806250
314		-0.862500
315		-1.450000
316		-2.087500
317		-2.725000
318		-2.612500
319		-2.118750
320		-2.350000
321		-1.737500
322		-2.468750
323		-3.281250
324		-3.487500
325		-3.656250
326		-2.900000
327		-2.987500
328		-3.106250
329		-2.931250
330		-3.106250
331		-3.775000
332		-3.775000
333		-3.806250
334		-2.962500
335		-2.700000
336		-3.137500
337		-3.862500
338		-4.068750
339		-4.475000
340		-3.950000
341		-3.512500
342		-3.743750
343		-3.137500
344		-3.950000
345		-4.737500
346		-4.793750
347		-4.300000
348		-4.506250
349		-3.950000
350		-3.893750
351		-4.881250
352		-4.243750
353		-5.087500
354		-5.056250
355		-4.268750
356		-3.687500
357		-3.656250
358		-4.156250
359		-4.587500
360		-4.737500
361		-4.737500
362		-4.093750
363		-3.456250
364		-3.631250
365		-3.337500
366		-3.918750
367		-4.356250
368		-4.475000
369		-3.981250
370		-3.281250
371		-2.787500
372		-2.556250
373		-2.556250
374		-2.987500
375		-2.931250
376		-2.406250
377		-1.881250
378		-1.068750
379		-0.718750
380		-1.331250
381		-0.837500
382		-0.837500
383		-0.806250
384		0.068750
385		0.443750
386		0.881250
387		0.737500
388		0.268750
389		-0.137500
390		-0.168750
391		0.737500
392		0.968750
393		1.518750
394		0.968750
395		0.562500
396		0.268750
397		-0.368750
398		0.412500
399		0.325000
400		0.850000
401		0.587500
402		0.006250
403		-0.225000
404		-0.806250
405		-0.368750
406		0.268750
407		-0.343750
408		0.443750
409		-0.518750
410		-1.331250
411		-1.625000
412		-1.387500
413		-1.037500
414		-0.750000
415		-1.156250
416		-1.100000
417		-1.768750
418		-2.556250
419		-2.350000
420		-2.262500
421		-1.681250
422		-1.625000
423		-1.768750
424		-2.087500
425		-2.643750
426		-2.525000
427		-2.468750
428		-2.293750
429		-1.881250
430		-1.793750
431		-2.000000
432		-2.468750
433		-2.350000
434		-2.468750
435		-2.031250
436		-1.475000
437		-1.681250
438		-1.650000
439		-2.031250
440		-2.350000
441		-2.318750
442		-1.881250
443		-1.418750
444		-1.156250
445		-1.387500
446		-2.000000
447		-2.143750
448		-2.406250
449		-1.593750
450		-1.475000
451		-1.300000
452		-1.331250
453		-1.712500
454		-1.768750
455		-1.881250
456		-1.300000
457		-1.125000
458		-0.806250
459		-0.631250
460		-0.718750
461		-1.012500
462		-1.475000
463		-1.012500
464		-0.487500
465		0.068750
466		0.443750
467		-0.018750
468		-0.543750
469		-0.575000
470		-0.018750
471		0.500000
472		0.562500
473		1.081250
474		0.475000
475		0.150000
476		-0.225000
477		-0.018750
478		0.443750
479		0.587500
480		0.762500
481		0.443750
482		0.212500
483		-0.225000
484		-0.312500
485		0.268750
486		0.093750
487		0.212500
488		0.125000
489		-0.750000
490		-0.750000
491		-1.331250
492		-0.837500
493		-0.893750
494		-1.068750
495		-1.156250
496		-2.118750
497		-2.468750
498		-2.612500
499		-2.381250
500		-2.350000
501		-1.793750
502		-1.968750
503		-2.643750
504		-2.725000
505		-3.225000
506		-3.225000
507		-2.756250
508		-2.318750
509		-2.056250
510		-2.468750
511		-2.987500
512		-2.931250
513		-3.575000
514		-2.987500
515		-2.206250
516		-2.262500
517		-2.468750
518		-2.612500
519		-2.700000
520		-3.137500
521		-2.118750
522		-1.881250
523		-2.000000
524		-1.012500
525		-1.625000
526		-1.768750
527		-2.318750
528		-1.737500
529		-1.125000
530		-1.100000
531		-0.693750
532		-0.950000
533		-1.418750
534		-1.362500
535		-1.037500
536		-0.750000
537		-0.168750
538		0.212500
539		-0.106250
540		-0.575000
541		-0.543750
542		-0.575000
543		0.212500
544		0.387500
545		0.825000
546		0.500000
547		0.006250
548		0.181250
549		-0.256250
550		0.356250
551		0.706250
552		0.912500
553		1.056250
554		0.650000
555		0.412500
556		0.356250
557		1.056250
558		0.912500
559		1.287500
560		1.931250
561		1.231250
562		1.200000
563		0.793750
564		1.081250
565		1.725000
566		1.781250
567		1.868750
568		1.375000
569		1.287500
570		0.500000
571		0.793750
572		1.168750
573		1.231250
574		1.693750
575		1.025000
576		1.200000
577		0.587500
578		0.650000
579		1.081250
580		1.112500
581		1.318750
