Channel              :		CH1
Frequency            :		  ?
Period               :		  ?
PK-PK                :		29.23mV
Average              :		0.417mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.003125mV
Time interval        :		4.00000uS

index		CH1_Voltage(mV)
1		-6.437500
2		-5.487500
3		-6.962500
4		-7.837500
5		-9.550000
6		-8.375000
7		-8.787499
8		-8.200000
9		-7.137500
10		-9.137500
11		-9.487500
12		-8.375000
13		-10.487500
14		-13.137500
15		-14.012500
16		-14.312500
17		-13.900000
18		-15.599999
19		-14.724999
20		-15.187500
21		-14.599999
22		-16.137501
23		-18.537500
24		-18.837500
25		-20.299999
26		-17.725000
27		-18.187500
28		-19.487499
29		-18.125000
30		-17.950001
31		-18.424999
32		-20.075001
33		-20.299999
34		-19.662500
35		-19.250000
36		-19.537500
37		-16.837500
38		-16.662500
39		-14.362500
40		-15.599999
41		-16.312500
42		-15.487500
43		-15.075000
44		-14.599999
45		-14.550000
46		-13.312500
47		-13.550000
48		-11.662499
49		-10.787499
50		-10.550000
51		-12.075000
52		-11.837500
53		-10.012500
54		-10.599999
55		-8.312500
56		-8.724999
57		-7.900000
58		-8.837500
59		-9.787499
60		-10.787499
61		-9.787499
62		-10.787499
63		-8.900000
64		-10.312500
65		-9.662499
66		-8.312500
67		-9.012500
68		-9.250000
69		-10.487500
70		-9.962500
71		-9.962500
72		-10.550000
73		-12.662499
74		-11.837500
75		-10.787499
76		-10.837500
77		-11.075000
78		-9.962500
79		-8.612500
80		-7.425000
81		-8.787499
82		-9.962500
83		-9.137500
84		-8.662499
85		-9.900000
86		-9.425000
87		-6.550000
88		-5.250000
89		-3.662500
90		-3.550000
91		-4.375000
92		-5.250000
93		-4.312500
94		-4.787500
95		-4.437500
96		-4.137500
97		-2.900000
98		-1.200000
99		-2.075000
100		-2.725000
101		-2.850000
102		-1.550000
103		-2.487500
104		-3.550000
105		-4.375000
106		-4.137500
107		-4.250000
108		-5.550000
109		-4.900000
110		-4.900000
111		-3.850000
112		-6.550000
113		-8.900000
114		-9.200000
115		-8.375000
116		-9.375000
117		-9.200000
118		-10.599999
119		-8.900000
120		-9.787499
121		-9.837500
122		-11.312500
123		-12.900000
124		-11.962500
125		-13.425000
126		-12.962500
127		-12.550000
128		-12.599999
129		-10.900000
130		-11.724999
131		-12.137500
132		-11.425000
133		-11.837500
134		-10.962500
135		-11.187500
136		-11.137500
137		-9.487500
138		-9.425000
139		-8.612500
140		-11.075000
141		-10.837500
142		-9.375000
143		-8.900000
144		-7.612500
145		-8.375000
146		-7.137500
147		-6.550000
148		-5.962500
149		-6.437500
150		-5.487500
151		-6.900000
152		-6.487500
153		-6.612500
154		-6.550000
155		-5.837500
156		-4.200000
157		-5.137500
158		-5.662500
159		-5.312500
160		-6.375000
161		-5.200000
162		-6.312500
163		-6.250000
164		-5.375000
165		-5.487500
166		-5.025000
167		-7.662500
168		-6.137500
169		-5.662500
170		-5.725000
171		-6.200000
172		-6.725000
173		-6.787500
174		-6.312500
175		-7.137500
176		-6.550000
177		-6.487500
178		-6.312500
179		-5.612500
180		-6.662500
181		-6.900000
182		-8.250000
183		-7.550000
184		-9.012500
185		-8.137500
186		-8.612500
187		-7.025000
188		-7.550000
189		-7.312500
190		-7.962500
191		-9.137500
192		-8.425000
193		-9.012500
194		-10.837500
195		-9.375000
196		-8.662499
197		-7.425000
198		-7.137500
199		-9.137500
200		-8.250000
201		-7.550000
202		-8.137500
203		-8.837500
204		-9.137500
205		-7.250000
206		-7.137500
207		-6.962500
208		-8.075000
209		-7.962500
210		-7.200000
211		-7.425000
212		-9.137500
213		-7.662500
214		-8.550000
215		-7.550000
216		-7.375000
217		-7.837500
218		-6.550000
219		-7.550000
220		-7.550000
221		-10.075000
222		-9.075000
223		-7.900000
224		-7.375000
225		-8.312500
226		-8.837500
227		-8.900000
228		-8.550000
229		-10.200000
230		-10.962500
231		-10.312500
232		-10.787499
233		-11.075000
234		-10.900000
235		-12.662499
236		-12.724999
237		-12.075000
238		-12.012500
239		-12.425000
240		-12.312500
241		-11.837500
242		-11.187500
243		-10.900000
244		-11.550000
245		-11.599999
246		-9.787499
247		-10.837500
248		-12.075000
249		-11.962500
250		-10.599999
251		-11.312500
252		-10.487500
253		-10.900000
254		-9.312500
255		-7.837500
256		-8.250000
257		-8.075000
258		-8.612500
259		-8.012500
260		-8.550000
261		-7.425000
262		-7.375000
263		-6.312500
264		-5.662500
265		-7.137500
266		-6.200000
267		-6.200000
268		-6.200000
269		-6.075000
270		-5.250000
271		-6.137500
272		-5.250000
273		-4.375000
274		-4.437500
275		-4.900000
276		-5.612500
277		-5.137500
278		-5.025000
279		-5.487500
280		-4.850000
281		-5.312500
282		-5.375000
283		-4.850000
284		-5.137500
285		-5.612500
286		-5.075000
287		-5.662500
288		-5.375000
289		-6.550000
290		-5.662500
291		-5.075000
292		-5.375000
293		-5.487500
294		-5.487500
295		-5.837500
296		-6.025000
297		-5.612500
298		-6.075000
299		-5.962500
300		-5.312500
301		-4.612500
302		-5.200000
303		-4.850000
304		-4.075000
305		-4.662500
306		-4.200000
307		-4.312500
308		-4.250000
309		-4.200000
310		-3.962500
311		-3.312500
312		-3.437500
313		-3.437500
314		-2.312500
315		-2.725000
316		-2.137500
317		-3.312500
318		-3.025000
319		-3.137500
320		-2.375000
321		-2.725000
322		-2.262500
323		-2.262500
324		-2.725000
325		-2.725000
326		-3.612500
327		-3.312500
328		-3.262500
329		-3.137500
330		-2.900000
331		-2.262500
332		-2.137500
333		-1.787500
334		-1.900000
335		-2.312500
336		-2.375000
337		-3.437500
338		-2.787500
339		-3.137500
340		-2.437500
341		-2.437500
342		-2.787500
343		-3.900000
344		-3.025000
345		-3.662500
346		-3.662500
347		-3.375000
348		-3.375000
349		-3.900000
350		-3.725000
351		-2.850000
352		-3.612500
353		-3.137500
354		-3.725000
355		-3.662500
356		-3.612500
357		-4.025000
358		-4.312500
359		-4.662500
360		-3.725000
361		-4.200000
362		-4.075000
363		-4.250000
364		-3.787500
365		-4.137500
366		-4.137500
367		-3.900000
368		-4.900000
369		-4.612500
370		-4.312500
371		-4.487500
372		-4.025000
373		-3.900000
374		-3.550000
375		-3.262500
376		-2.850000
377		-3.662500
378		-3.075000
379		-3.200000
380		-2.725000
381		-1.962500
382		-1.675000
383		-2.025000
384		-1.437500
385		-0.962500
386		-1.612500
387		-0.787500
388		-1.312500
389		-0.787500
390		0.150000
391		-0.437500
392		0.212500
393		0.862500
394		1.087500
395		1.387500
396		0.800000
397		0.625000
398		1.737500
399		1.737500
400		2.387500
401		1.912500
402		2.150000
403		2.625000
404		2.675000
405		2.800000
406		2.625000
407		2.912500
408		2.675000
409		2.275000
410		2.800000
411		2.912500
412		2.912500
413		3.862500
414		2.800000
415		2.675000
416		2.625000
417		2.212500
418		2.450000
419		2.150000
420		1.450000
421		1.975000
422		2.212500
423		2.325000
424		2.212500
425		2.037500
426		1.737500
427		1.275000
428		1.500000
429		0.562500
430		0.562500
431		1.212500
432		1.275000
433		1.275000
434		1.037500
435		-0.200000
436		-0.025000
437		-0.312500
438		-0.137500
439		0.212500
440		-0.375000
441		0.150000
442		0.500000
443		0.387500
444		0.687500
445		0.975000
446		0.100000
447		0.800000
448		0.450000
449		0.562500
450		0.975000
451		1.275000
452		1.150000
453		0.862500
454		1.687500
455		1.800000
456		1.500000
457		1.500000
458		1.087500
459		1.687500
460		1.037500
461		1.687500
462		1.562500
463		1.687500
464		2.737500
465		2.800000
466		2.037500
467		2.150000
468		1.912500
469		2.150000
470		2.737500
471		2.862500
472		2.275000
473		2.800000
474		3.037500
475		2.500000
476		3.150000
477		1.862500
478		2.450000
479		2.500000
480		2.450000
481		1.562500
482		1.275000
483		2.387500
484		1.800000
485		1.562500
486		0.100000
487		1.037500
488		0.975000
489		0.037500
490		0.500000
491		0.325000
492		0.862500
493		0.862500
494		1.500000
495		0.625000
496		1.150000
497		1.212500
498		0.500000
499		0.450000
500		0.800000
501		0.687500
502		1.387500
503		0.862500
504		1.275000
505		1.975000
506		1.625000
507		2.212500
508		1.737500
509		2.037500
510		2.500000
511		2.800000
512		2.087500
513		3.387500
514		3.975000
515		3.275000
516		3.912500
517		4.087500
518		3.150000
519		2.862500
520		3.500000
521		3.150000
522		4.212500
523		4.387500
524		4.800000
525		4.800000
526		4.037500
527		3.737500
528		4.037500
529		4.262500
530		4.087500
531		2.675000
532		4.212500
533		3.500000
534		3.912500
535		3.500000
536		3.037500
537		3.325000
538		3.212500
539		2.625000
540		2.625000
541		2.275000
542		1.737500
543		2.037500
544		1.975000
545		2.212500
546		1.737500
547		1.562500
548		1.150000
549		1.037500
550		0.562500
551		1.150000
552		0.275000
553		0.212500
554		1.737500
555		1.387500
556		1.500000
557		0.800000
558		0.625000
559		0.912500
560		0.450000
561		0.975000
562		0.737500
563		1.150000
564		1.450000
565		1.087500
566		2.037500
567		1.450000
568		1.737500
569		1.737500
570		1.562500
571		1.325000
572		2.212500
573		2.450000
574		2.912500
575		3.625000
576		2.975000
577		3.562500
578		3.037500
579		3.037500
580		3.212500
581		2.912500
582		3.800000
583		3.625000
584		3.737500
585		4.387500
586		3.737500
587		4.450000
588		3.912500
589		4.087500
590		3.737500
591		4.150000
592		3.625000
593		4.325000
594		4.150000
