Channel              :		CH1
Frequency            :		  ?
Period               :		  ?
PK-PK                :		37.52mV
Average              :		-1.644mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.000781mV
Time interval        :		4.00000uS

index		CH1_Voltage(mV)
1		5.315625
2		4.843750
3		4.784375
4		4.340625
5		3.512500
6		3.381250
7		2.759375
8		2.184375
9		1.771875
10		0.856250
11		0.928125
12		0.309375
13		0.250000
14		0.218750
15		-0.356250
16		-0.887500
17		-0.962500
18		-1.462500
19		-1.846875
20		-2.040625
21		-2.512500
22		-2.690625
23		-2.793750
24		-3.103125
25		-3.459375
26		-3.606250
27		-4.137500
28		-4.121875
29		-4.328125
30		-4.490625
31		-4.490625
32		-4.684375
33		-4.490625
34		-4.950000
35		-4.668750
36		-4.431250
37		-4.787500
38		-4.328125
39		-4.137500
40		-4.225000
41		-3.768750
42		-2.896875
43		-2.703125
44		-2.128125
45		-1.700000
46		-0.946875
47		-0.578125
48		-0.296875
49		0.543750
50		1.106250
51		1.993750
52		2.806250
53		3.559375
54		4.371875
55		4.709375
56		5.612500
57		6.246875
58		7.471875
59		7.915625
60		8.106250
61		9.009375
62		9.243750
63		9.775000
64		10.425000
65		10.662500
66		10.575000
67		10.368750
68		11.018750
69		10.912500
70		11.534375
71		11.609375
72		11.712500
73		11.725000
74		12.184375
75		12.271875
76		11.756250
77		11.696875
78		11.828125
79		11.843750
80		12.037500
81		12.406250
82		12.315625
83		12.331250
84		12.346875
85		12.037500
86		8.506250
87		11.490625
88		12.965625
89		12.081250
90		12.021875
91		12.656250
92		13.115625
93		13.040625
94		13.556250
95		13.615625
96		13.706250
97		13.868750
98		13.750000
99		13.928125
100		13.528125
101		13.881250
102		14.043750
103		13.881250
104		13.528125
105		13.500000
106		13.012500
107		13.290625
108		12.509375
109		12.759375
110		12.037500
111		12.125000
112		11.887500
113		11.681250
114		11.165625
115		10.868750
116		10.412500
117		9.731250
118		9.643750
119		9.290625
120		9.334375
121		8.743750
122		8.756250
123		8.209375
124		8.181250
125		8.018750
126		7.693750
127		7.828125
128		7.650000
129		7.546875
130		7.840625
131		7.840625
132		7.943750
133		8.046875
134		8.506250
135		7.900000
136		8.712500
137		8.343750
138		8.387500
139		8.565625
140		8.609375
141		8.712500
142		8.581250
143		8.565625
144		8.581250
145		8.875000
146		9.453125
147		9.053125
148		8.431250
149		8.934375
150		8.462500
151		8.343750
152		8.328125
153		7.828125
154		8.240625
155		7.915625
156		7.828125
157		7.678125
158		7.428125
159		6.940625
160		7.015625
161		6.778125
162		6.734375
163		6.468750
164		6.318750
165		6.246875
166		6.215625
167		6.231250
168		6.275000
169		6.203125
170		6.437500
171		6.468750
172		6.409375
173		6.778125
174		6.968750
175		7.309375
176		8.121875
177		7.915625
178		8.268750
179		8.787500
180		8.653125
181		9.140625
182		9.275000
183		9.600000
184		9.346875
185		9.481250
186		9.671875
187		9.687500
188		9.775000
189		9.865625
190		9.687500
191		9.481250
192		9.437500
193		9.437500
194		9.406250
195		8.890625
196		8.521875
197		8.640625
198		8.153125
199		8.018750
200		7.487500
201		6.762500
202		6.793750
203		6.053125
204		5.787500
205		5.803125
206		5.537500
207		5.137500
208		5.315625
209		5.212500
210		4.871875
211		4.696875
212		4.871875
213		5.137500
214		4.740625
215		5.450000
216		5.418750
217		5.581250
218		5.509375
219		5.403125
220		5.315625
221		5.212500
222		5.775000
223		5.937500
224		5.775000
225		5.831250
226		6.512500
227		6.409375
228		6.128125
229		6.171875
230		5.981250
231		5.728125
232		5.553125
233		5.612500
234		5.625000
235		5.612500
236		5.553125
237		5.743750
238		5.078125
239		5.050000
240		5.375000
241		4.800000
242		5.078125
243		5.184375
244		5.315625
245		5.359375
246		6.100000
247		6.112500
248		6.068750
249		6.171875
250		6.762500
251		6.956250
252		7.178125
253		7.943750
254		8.565625
255		9.053125
256		10.250000
257		10.206250
258		10.912500
259		11.225000
260		11.550000
261		12.184375
262		13.881250
263		13.159375
264		12.834375
265		14.253125
266		14.475000
267		14.368750
268		15.196875
269		15.390625
270		14.887500
271		15.018750
272		14.784375
273		15.065625
274		15.153125
275		14.665625
276		15.153125
277		14.443750
278		13.765625
279		13.425000
280		12.996875
281		12.390625
282		11.934375
283		11.550000
284		11.712500
285		11.018750
286		10.750000
287		10.575000
288		9.865625
289		9.937500
290		9.421875
291		9.290625
292		8.521875
293		8.593750
294		8.371875
295		6.600000
296		7.575000
297		7.606250
298		8.046875
299		7.221875
300		7.353125
301		7.471875
302		7.325000
303		7.265625
304		7.237500
305		7.162500
306		7.131250
307		6.690625
308		7.059375
309		6.587500
310		6.528125
311		6.528125
312		5.993750
313		6.215625
314		5.981250
315		5.109375
316		5.818750
317		5.596875
318		5.212500
319		4.812500
320		5.315625
321		4.962500
322		5.168750
323		4.871875
324		4.828125
325		5.021875
326		5.034375
327		4.903125
328		4.915625
329		4.812500
330		5.359375
331		5.331250
332		5.184375
333		5.818750
334		5.625000
335		5.878125
336		5.921875
337		6.128125
338		5.818750
339		5.921875
340		6.203125
341		6.453125
342		6.496875
343		6.956250
344		6.734375
345		7.281250
346		7.131250
347		7.515625
348		7.828125
349		7.353125
350		7.456250
351		7.812500
352		7.709375
353		8.196875
354		8.581250
355		7.871875
356		8.018750
357		7.975000
358		8.003125
359		7.990625
360		8.062500
361		8.018750
362		8.018750
363		8.268750
364		8.256250
365		8.315625
366		8.403125
367		8.743750
368		8.756250
369		8.950000
370		8.965625
371		9.453125
372		9.243750
373		9.231250
374		9.718750
375		9.790625
376		10.115625
377		10.190625
378		10.293750
379		11.193750
380		11.400000
381		11.490625
382		12.331250
383		12.331250
384		12.640625
385		13.071875
386		12.640625
387		13.750000
388		13.971875
389		14.150000
390		14.681250
391		14.768750
392		14.903125
393		14.887500
394		14.221875
395		14.931250
396		15.331250
397		15.181250
398		15.803125
399		15.478125
400		15.446875
401		15.137500
402		13.971875
403		14.637500
404		14.650000
405		14.281250
406		14.665625
407		14.090625
408		13.837500
409		13.571875
410		12.465625
411		13.012500
412		12.525000
413		12.375000
414		12.109375
415		11.681250
416		11.593750
417		11.343750
418		10.043750
419		10.809375
420		10.425000
421		10.115625
422		10.012500
423		9.318750
424		9.303125
425		8.859375
426		8.046875
427		9.021875
428		8.756250
429		8.534375
430		8.565625
431		8.196875
432		7.678125
433		7.768750
434		6.865625
435		7.634375
436		7.400000
437		7.562500
438		7.943750
439		7.353125
440		7.428125
441		6.968750
442		6.718750
443		7.325000
444		7.634375
445		7.353125
446		7.796875
447		7.634375
448		8.046875
449		8.046875
450		7.384375
451		7.753125
452		8.181250
453		8.534375
454		8.343750
455		8.462500
456		8.668750
457		8.712500
458		8.506250
459		8.859375
460		8.950000
461		9.406250
462		9.821875
463		9.275000
464		9.643750
465		9.968750
466		9.334375
467		9.925000
468		10.262500
469		10.028125
470		10.618750
471		10.131250
472		10.087500
473		9.834375
474		9.821875
475		10.206250
476		9.821875
477		10.100000
478		10.543750
479		9.790625
480		9.834375
481		9.643750
482		9.378125
483		9.643750
484		9.568750
485		9.243750
486		9.393750
487		9.275000
488		9.009375
489		9.081250
490		8.815625
491		8.831250
492		8.328125
493		8.712500
494		8.803125
495		8.609375
496		8.756250
497		8.815625
498		8.934375
499		9.568750
500		9.453125
501		9.790625
502		9.909375
503		9.790625
504		10.278125
505		10.646875
506		11.106250
507		11.446875
508		11.562500
509		11.887500
510		12.406250
511		12.568750
512		12.700000
513		12.996875
514		13.234375
515		13.662500
516		13.928125
517		14.118750
518		14.990625
519		14.637500
520		15.212500
521		15.125000
522		15.403125
523		15.137500
524		15.228125
525		15.506250
526		16.215626
527		16.025000
528		16.821875
529		16.481251
530		16.837500
531		16.643749
532		16.025000
533		16.468750
534		16.171875
535		16.112499
536		16.453125
537		16.290625
538		16.187500
539		16.246876
540		15.684375
541		15.553125
542		15.137500
543		15.109375
544		14.871875
545		14.709375
546		14.325000
547		14.253125
548		14.090625
549		13.896875
550		13.218750
551		12.818750
552		12.478125
553		11.903125
554		11.740625
555		11.003125
556		10.928125
557		10.765625
558		10.250000
559		9.659375
560		9.318750
561		8.696875
562		8.565625
563		8.343750
564		7.353125
565		7.265625
566		7.384375
567		7.384375
568		6.468750
569		6.393750
570		6.025000
571		5.937500
572		5.537500
573		5.300000
574		5.271875
575		4.800000
576		5.656250
577		5.434375
578		5.271875
579		5.625000
580		5.346875
581		5.906250
582		5.684375
583		5.509375
584		6.481250
585		6.481250
586		6.571875
587		6.837500
588		6.481250
589		7.221875
590		7.250000
591		7.915625
592		7.575000
593		8.078125
594		7.990625
595		7.812500
596		8.165625
597		8.240625
598		8.046875
599		8.506250
600		8.684375
601		8.831250
602		8.728125
603		8.728125
604		8.625000
605		8.196875
606		8.315625
607		7.693750
608		7.634375
609		7.721875
610		7.400000
611		7.325000
612		7.028125
613		6.793750
614		6.425000
615		6.468750
616		6.350000
617		6.231250
618		6.215625
619		6.600000
620		5.921875
621		6.378125
622		6.112500
623		6.215625
624		6.112500
625		6.306250
626		6.821875
627		6.821875
628		7.250000
629		7.265625
630		7.840625
631		7.884375
632		8.831250
633		8.640625
634		9.453125
635		9.909375
636		10.190625
637		10.928125
638		11.459375
639		11.859375
640		11.903125
641		12.568750
642		13.187500
643		13.646875
644		14.312500
645		14.915625
