Channel              :		CH1
Frequency            :		109.4Hz
Period               :		9.140ms
PK-PK                :		38.68mV
Average              :		-0.788mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.000781mV
Time interval        :		4.00000uS

index		CH1_Voltage(mV)
1		-8.743750
2		-8.137500
3		-8.371875
4		-8.978125
5		-9.068750
6		-9.496875
7		-8.093750
8		-7.590625
9		-6.821875
10		-6.940625
11		-7.796875
12		-7.768750
13		-7.884375
14		-6.571875
15		-5.981250
16		-5.300000
17		-5.478125
18		-5.921875
19		-6.675000
20		-6.746875
21		-6.053125
22		-5.181250
23		-4.531250
24		-4.590625
25		-5.287500
26		-5.862500
27		-6.187500
28		-5.331250
29		-4.856250
30		-4.221875
31		-3.928125
32		-4.637500
33		-5.228125
34		-5.787500
35		-5.315625
36		-4.578125
37		-4.265625
38		-3.912500
39		-4.962500
40		-5.921875
41		-6.378125
42		-6.203125
43		-5.700000
44		-5.137500
45		-4.871875
46		-5.846875
47		-6.659375
48		-7.340625
49		-7.368750
50		-6.778125
51		-6.556250
52		-6.084375
53		-6.968750
54		-7.987500
55		-8.684375
56		-8.906250
57		-8.034375
58		-7.825000
59		-7.396875
60		-8.181250
61		-9.096875
62		-9.762500
63		-9.806250
64		-8.846875
65		-8.475000
66		-8.521875
67		-8.625000
68		-9.731250
69		-10.559375
70		-10.796875
71		-9.909375
72		-9.612500
73		-9.125000
74		-9.378125
75		-10.337500
76		-10.737500
77		-11.106250
78		-10.175000
79		-9.303125
80		-9.096875
81		-8.962500
82		-9.834375
83		-10.365625
84		-10.662500
85		-9.687500
86		-8.728125
87		-8.209375
88		-8.300000
89		-8.993750
90		-9.465625
91		-9.671875
92		-8.668750
93		-8.121875
94		-7.546875
95		-6.675000
96		-7.559375
97		-7.812500
98		-8.209375
99		-7.293750
100		-6.437500
101		-5.787500
102		-5.065625
103		-6.009375
104		-6.393750
105		-6.437500
106		-6.084375
107		-4.784375
108		-4.296875
109		-3.721875
110		-4.265625
111		-4.578125
112		-4.812500
113		-4.340625
114		-2.612500
115		-2.081250
116		-1.387500
117		-2.065625
