Channel              :		CH1
Frequency            :		114.2Hz
Period               :		8.760ms
PK-PK                :		52.88mV
Average              :		2.176mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.001563mV
Time interval        :		4.00000uS

index		CH1_Voltage(mV)
1		5.975000
2		5.681250
3		5.012500
4		4.343750
5		4.462500
6		4.575000
7		4.781250
8		5.243750
9		4.956250
10		4.662500
11		4.606250
12		3.706250
13		4.200000
14		5.100000
15		5.243750
16		5.481250
17		4.806250
18		4.868750
19		4.431250
20		4.662500
21		5.537500
22		5.656250
23		5.887500
24		5.912500
25		5.362500
26		5.218750
27		5.306250
28		5.737500
29		6.293750
30		6.668750
31		6.237500
32		5.800000
33		5.593750
34		5.537500
35		6.325000
36		6.818750
37		7.050000
38		7.312500
39		6.500000
40		6.412500
41		5.887500
42		6.381250
43		6.962500
44		6.875000
45		7.106250
46		6.525000
47		6.062500
48		5.656250
49		5.825000
50		6.325000
51		6.062500
52		6.525000
53		6.150000
54		5.737500
55		4.806250
56		4.518750
57		4.868750
58		4.981250
59		4.893750
60		4.137500
61		3.356250
62		3.325000
63		2.537500
64		2.975000
65		3.118750
66		2.775000
67		2.600000
68		1.931250
69		1.462500
70		0.737500
71		1.287500
72		1.168750
73		1.606250
74		1.200000
75		0.500000
76		-0.225000
77		-0.456250
78		-0.225000
79		0.006250
80		0.037500
81		0.500000
82		-0.606250
83		-0.950000
84		-1.331250
85		-1.387500
86		-0.862500
87		-0.693750
88		-0.662500
89		-1.156250
90		-1.418750
91		-2.262500
92		-2.206250
93		-1.450000
94		-1.187500
95		-1.156250
96		-1.650000
97		-2.493750
98		-2.843750
99		-3.368750
100		-2.612500
101		-3.018750
102		-2.493750
103		-2.668750
104		-3.225000
105		-3.950000
106		-4.356250
107		-4.212500
108		-3.368750
109		-3.718750
110		-3.718750
111		-4.443750
112		-5.025000
113		-5.175000
114		-5.406250
115		-4.793750
116		-4.737500
117		-4.675000
118		-5.318750
119		-5.781250
120		-6.337500
121		-6.250000
122		-5.931250
123		-5.812500
124		-5.375000
125		-5.868750
126		-6.625000
127		-6.831250
128		-7.212500
129		-6.800000
130		-6.481250
131		-6.393750
132		-6.656250
133		-7.150000
134		-7.587500
135		-8.287500
136		-7.356250
137		-7.237500
138		-7.412500
139		-6.918750
140		-7.793750
141		-8.400000
142		-8.462500
143		-7.993750
144		-7.731250
145		-7.731250
146		-7.125000
147		-7.993750
148		-7.850000
149		-8.462500
150		-7.731250
151		-7.587500
152		-6.975000
153		-6.450000
154		-6.687500
155		-6.950000
156		-7.268750
157		-7.412500
158		-6.337500
159		-6.162500
160		-5.956250
161		-5.781250
162		-6.568750
163		-6.537500
164		-7.062500
165		-6.106250
166		-5.725000
167		-5.112500
168		-5.350000
169		-6.106250
170		-6.687500
171		-6.600000
172		-6.250000
173		-6.250000
174		-5.900000
175		-5.606250
176		-6.743750
177		-7.125000
178		-7.587500
179		-7.556250
180		-6.862500
181		-6.625000
182		-6.712500
183		-7.212500
184		-7.500000
185		-8.112500
186		-7.850000
187		-7.268750
188		-7.006250
189		-6.862500
190		-7.300000
191		-7.818750
192		-7.793750
193		-8.168750
194		-7.412500
195		-7.093750
196		-7.006250
197		-7.006250
198		-7.968750
199		-8.287500
200		-8.725000
201		-8.231250
202		-7.356250
203		-7.356250
204		-7.443750
205		-7.793750
206		-8.575000
207		-8.725000
208		-8.725000
209		-7.968750
210		-8.081250
211		-7.675000
212		-8.312500
213		-8.575000
214		-9.393750
215		-9.162500
216		-8.550000
217		-8.400000
218		-8.112500
219		-8.431250
220		-9.075000
221		-9.306250
222		-9.831250
223		-8.725000
224		-8.487500
225		-8.487500
226		-8.812500
227		-9.187500
228		-9.656250
229		-10.262500
230		-9.681250
231		-9.681250
232		-8.956250
233		-9.162500
234		-9.887500
235		-10.262500
236		-10.031250
237		-10.062500
238		-9.887500
239		-9.681250
240		-9.362500
241		-10.006250
242		-10.587500
243		-11.193750
244		-11.025000
245		-10.437500
246		-10.350000
247		-10.093750
248		-11.025000
249		-11.193750
250		-11.431250
251		-11.718750
252		-11.343750
253		-10.762500
254		-10.612500
255		-10.993750
256		-11.431250
257		-12.100000
258		-12.300000
259		-11.781250
260		-11.431250
261		-10.787500
262		-11.518750
263		-11.868750
264		-12.712500
265		-12.968750
266		-12.737500
267		-12.300000
268		-11.893750
269		-12.212500
270		-12.887500
271		-13.406250
272		-13.381250
273		-13.231250
274		-13.118750
275		-12.681250
276		-12.593750
277		-13.350000
278		-13.406250
279		-13.612500
280		-13.700000
281		-13.031250
282		-13.000000
283		-12.537500
284		-12.800000
285		-13.406250
286		-13.437500
287		-14.281250
288		-13.231250
289		-12.387500
290		-12.537500
291		-12.800000
292		-13.206250
293		-12.943750
294		-13.668750
295		-13.118750
296		-12.737500
297		-12.100000
298		-12.418750
299		-12.968750
300		-13.262500
301		-13.787500
302		-13.118750
303		-13.056250
304		-13.056250
305		-12.387500
306		-12.968750
307		-13.493750
308		-13.756250
309		-13.756250
310		-13.468750
311		-13.318750
312		-13.087500
313		-13.668750
314		-14.050000
315		-14.600000
316		-14.106250
317		-13.900000
318		-13.931250
319		-13.350000
320		-13.381250
321		-14.193750
322		-14.687500
323		-14.718750
324		-13.962500
325		-14.400000
326		-13.900000
327		-14.050000
328		-14.312500
329		-14.950000
330		-14.918750
331		-14.662500
332		-14.312500
333		-13.756250
334		-14.193750
335		-14.193750
336		-14.631250
337		-15.356250
338		-14.831250
339		-14.400000
340		-14.312500
341		-13.700000
342		-14.950000
343		-15.006250
344		-15.156250
345		-15.181250
346		-14.512500
347		-14.281250
348		-13.962500
349		-14.425000
350		-14.368750
351		-14.893750
352		-15.068750
353		-14.106250
354		-14.137500
355		-13.756250
356		-13.843750
357		-13.612500
358		-14.425000
359		-14.950000
360		-14.137500
361		-13.731250
362		-13.468750
363		-13.525000
364		-14.162500
365		-14.487500
366		-14.662500
367		-14.193750
368		-14.106250
369		-13.900000
370		-13.931250
371		-14.281250
372		-14.687500
373		-14.981250
374		-14.543750
375		-14.337500
376		-14.050000
377		-13.987500
378		-14.862500
379		-15.006250
380		-15.475000
381		-15.356250
382		-14.862500
383		-14.575000
384		-14.600000
385		-14.862500
386		-15.068750
387		-15.212500
388		-15.506250
389		-14.456250
390		-14.368750
391		-14.337500
392		-14.250000
393		-14.575000
394		-14.512500
395		-14.775000
396		-14.106250
397		-13.900000
398		-13.262500
399		-13.231250
400		-13.787500
401		-13.987500
402		-14.575000
403		-13.612500
404		-13.262500
405		-13.087500
406		-13.175000
407		-13.756250
408		-14.425000
409		-14.775000
410		-14.662500
411		-14.487500
412		-14.487500
413		-14.425000
414		-15.268750
415		-16.143749
416		-16.693750
417		-16.900000
418		-16.549999
419		-16.581249
420		-16.549999
421		-17.393749
422		-18.062500
423		-18.268749
424		-18.706249
425		-18.556250
426		-18.356251
427		-18.212500
428		-18.618750
429		-19.056250
430		-19.343750
431		-19.406250
432		-19.112499
433		-18.643749
434		-18.412500
435		-18.387501
436		-19.056250
437		-19.343750
438		-19.549999
439		-18.850000
440		-18.762501
441		-18.706249
442		-18.556250
443		-19.231251
444		-19.575001
445		-20.131250
446		-19.924999
447		-19.837500
448		-19.693750
449		-19.924999
450		-20.799999
451		-21.062500
452		-21.875000
453		-21.762501
454		-21.525000
455		-21.556250
456		-21.674999
457		-22.137501
458		-22.431250
459		-23.068750
460		-23.275000
461		-22.693750
462		-22.693750
463		-22.256250
464		-22.606251
465		-23.131250
466		-23.475000
467		-23.299999
468		-22.575001
469		-22.112499
470		-21.556250
471		-21.325001
472		-21.762501
473		-21.500000
474		-21.556250
475		-20.799999
476		-19.725000
477		-19.168751
478		-18.881250
479		-19.518749
480		-19.025000
481		-18.993750
482		-18.618750
483		-17.600000
484		-17.193750
485		-16.868750
486		-17.018749
487		-16.956249
488		-17.193750
489		-16.956249
490		-16.462500
491		-15.937500
492		-15.562500
493		-16.000000
494		-16.462500
495		-16.231251
496		-16.262501
497		-16.174999
498		-15.825000
499		-15.418750
500		-15.506250
501		-16.056250
502		-16.025000
503		-16.174999
504		-15.681250
505		-14.981250
506		-14.750000
507		-15.125000
508		-15.506250
509		-15.506250
510		-15.418750
511		-15.418750
512		-15.068750
513		-14.487500
514		-14.718750
515		-15.068750
516		-15.443750
517		-15.706250
518		-15.268750
519		-14.662500
520		-14.718750
521		-14.862500
522		-15.037500
523		-15.125000
524		-15.737500
525		-15.650000
526		-15.762500
527		-15.156250
528		-15.387500
529		-16.437500
530		-16.462500
531		-16.868750
532		-16.956249
533		-17.481251
534		-17.306250
535		-16.756250
536		-17.918751
537		-18.500000
538		-19.431250
539		-19.868750
540		-19.487499
541		-20.250000
542		-20.250000
543		-20.799999
544		-21.412500
545		-22.225000
546		-22.981251
547		-22.693750
548		-23.387501
549		-23.156250
550		-23.593750
551		-24.381250
552		-24.700001
553		-25.281250
554		-25.162500
555		-24.818750
556		-24.525000
557		-25.049999
558		-25.193750
559		-25.600000
560		-25.600000
561		-25.424999
562		-25.225000
563		-24.525000
564		-24.031250
565		-24.406250
566		-25.250000
567		-24.962500
568		-24.668751
569		-24.293751
570		-23.625000
571		-23.506250
572		-23.712500
573		-24.087500
574		-24.062500
575		-24.031250
576		-23.562500
577		-23.450001
578		-23.275000
579		-23.506250
580		-23.912500
581		-24.062500
582		-23.825001
583		-23.331249
584		-22.868750
585		-23.012501
586		-22.981251
587		-23.362499
588		-23.299999
589		-23.506250
590		-22.893749
591		-22.606251
592		-22.575001
593		-22.137501
594		-22.806250
595		-22.806250
596		-23.331249
597		-22.718750
598		-22.200001
599		-22.025000
600		-21.993750
601		-21.993750
602		-21.962500
603		-22.281250
604		-21.993750
605		-21.437500
606		-21.181250
607		-20.831249
608		-21.031250
609		-21.525000
610		-21.612499
611		-21.181250
612		-20.593750
613		-20.681250
614		-20.450001
615		-20.743750
616		-20.799999
617		-20.975000
618		-20.975000
619		-20.450001
620		-20.362499
621		-19.287500
622		-20.012501
623		-20.481251
624		-20.656250
625		-20.887501
626		-20.075001
627		-20.450001
628		-20.100000
629		-20.656250
630		-20.656250
631		-21.031250
632		-21.818750
633		-20.768749
634		-21.150000
635		-20.681250
636		-20.656250
637		-21.731251
638		-21.556250
639		-22.225000
640		-21.468750
641		-21.325001
642		-21.381250
643		-21.150000
644		-21.612499
645		-22.168751
646		-22.137501
647		-21.937500
648		-21.556250
649		-21.412500
650		-21.293751
651		-21.850000
652		-22.200001
653		-22.049999
654		-22.256250
655		-21.993750
656		-21.612499
657		-21.031250
658		-21.818750
659		-22.200001
660		-22.662500
661		-22.487499
662		-22.400000
663		-22.025000
664		-21.962500
665		-22.400000
666		-23.275000
667		-23.799999
668		-23.799999
669		-23.418751
670		-23.331249
671		-23.068750
672		-23.650000
673		-24.525000
674		-24.318750
675		-24.262501
676		-24.318750
