Channel              :		CH1
Frequency            :		78.80Hz
Period               :		12.69ms
PK-PK                :		80.49mV
Average              :		0.108mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.001563mV
Time interval        :		20.00000uS

index		CH1_Voltage(mV)
1		21.456249
2		21.743750
3		21.337500
4		22.331249
5		22.706249
6		22.762501
7		22.881250
8		23.812500
9		23.493750
10		23.262501
11		23.406250
12		24.106251
13		23.287500
14		23.693750
15		24.162500
16		23.518749
17		23.056250
18		24.018749
19		24.162500
20		23.581249
21		24.450001
22		25.731251
23		25.468750
24		26.312500
25		27.568750
26		28.006250
27		27.856251
28		29.018749
29		30.012501
30		29.631250
31		29.543751
32		30.362499
33		29.718750
34		29.081249
35		29.662500
36		29.368750
37		29.281250
38		29.543751
39		30.362499
40		30.331249
41		29.806250
42		31.318750
43		31.731251
44		30.625000
45		31.087500
46		31.262501
47		30.825001
48		30.593750
49		31.056250
50		30.299999
51		30.275000
52		30.768749
53		31.581249
54		31.031250
55		30.387501
56		31.668751
57		31.843750
58		30.537500
59		31.206249
60		30.562500
61		29.750000
62		29.168751
63		30.275000
64		30.100000
65		29.662500
66		30.737499
67		30.712500
68		30.275000
69		30.912500
70		31.581249
71		31.056250
72		31.262501
73		31.900000
74		32.137501
75		31.350000
76		32.018749
77		32.224998
78		31.406250
79		31.031250
80		31.350000
81		30.799999
82		29.575001
83		29.837500
84		29.368750
85		29.018749
86		28.237499
87		28.787500
88		29.018749
89		29.343750
90		29.950001
91		30.768749
92		31.056250
93		30.768749
94		31.293751
95		31.262501
96		30.418751
97		30.825001
98		30.825001
99		29.575001
100		29.225000
101		29.256250
102		28.937500
103		28.206249
104		28.293751
105		28.556250
106		27.887501
107		27.362499
108		28.118750
109		27.856251
110		27.243750
111		28.006250
112		28.412500
113		27.768749
114		27.131250
115		27.156250
116		26.606251
117		25.500000
118		25.706249
119		25.906250
120		25.412500
121		24.481251
122		25.381250
123		24.950001
124		23.900000
125		24.743750
126		25.006250
127		24.600000
128		24.218750
129		25.006250
130		24.862499
131		23.987499
132		24.218750
133		24.362499
134		24.193750
135		23.262501
136		24.362499
137		24.193750
138		23.287500
139		23.725000
140		23.812500
141		22.331249
142		21.806250
143		21.512501
144		19.768749
145		18.543751
146		17.906250
147		17.087500
148		15.462500
149		14.037500
150		14.237500
151		13.831250
152		12.231250
153		11.850000
154		12.406250
155		11.737500
156		10.918750
157		11.850000
158		12.956250
159		12.431250
160		12.987500
161		14.037500
162		13.975000
163		13.600000
164		14.381250
165		14.531250
166		13.043750
167		12.200000
168		11.825000
169		10.656250
170		9.056250
171		7.837500
172		7.050000
173		5.306250
174		3.587500
175		3.062500
176		2.250000
177		0.912500
178		0.793750
179		1.143750
180		0.181250
181		-0.718750
182		-0.281250
183		-0.606250
184		-1.768750
185		-2.350000
186		-1.825000
187		-2.700000
188		-3.575000
189		-3.337500
190		-3.018750
191		-3.631250
192		-4.212500
193		-4.675000
194		-5.637500
195		-7.268750
196		-8.231250
197		-8.312500
198		-9.887500
199		-11.225000
200		-11.137500
201		-11.281250
202		-12.856250
203		-13.525000
204		-13.175000
205		-14.250000
206		-15.706250
207		-15.737500
208		-15.825000
209		-16.612499
210		-17.625000
211		-17.775000
212		-18.443750
213		-19.956249
214		-20.012501
215		-20.100000
216		-21.525000
217		-22.281250
218		-22.112499
219		-22.137501
220		-23.299999
221		-23.131250
222		-22.368750
223		-23.331249
224		-23.799999
225		-23.331249
226		-23.243750
227		-24.381250
228		-24.700001
229		-23.943750
230		-24.581249
231		-25.312500
232		-24.962500
233		-24.731251
234		-26.562500
235		-27.700001
236		-28.568750
237		-30.375000
238		-31.362499
239		-30.924999
240		-31.131250
241		-32.150002
242		-32.118752
243		-31.537500
244		-32.006248
245		-30.956249
246		-29.181250
247		-28.656250
248		-28.918751
249		-28.456249
250		-28.799999
251		-30.256250
252		-30.900000
253		-30.431250
254		-31.831249
255		-32.031250
256		-31.424999
257		-31.593750
258		-32.093750
259		-32.237499
260		-32.031250
261		-33.575001
262		-34.362499
263		-33.112499
264		-33.487499
265		-32.937500
266		-31.943750
267		-32.181252
268		-33.693748
269		-34.187500
270		-34.506248
271		-35.237499
272		-35.668751
273		-34.887501
274		-34.912498
275		-35.062500
276		-33.750000
277		-33.312500
278		-33.750000
279		-32.700001
280		-31.943750
281		-32.293751
282		-31.799999
283		-30.900000
284		-31.681250
285		-31.743750
286		-31.512501
287		-31.131250
288		-31.537500
289		-30.987499
290		-30.693750
291		-31.831249
292		-31.799999
293		-31.656250
294		-32.612499
295		-33.112499
296		-31.918751
297		-32.731251
298		-33.256248
299		-31.887501
300		-31.681250
301		-31.568750
302		-29.325001
303		-27.900000
304		-27.581249
305		-26.618750
306		-25.837500
307		-26.618750
308		-26.912500
309		-26.418751
310		-27.200001
311		-27.900000
312		-27.756250
313		-28.106251
314		-29.006250
315		-27.900000
316		-26.825001
317		-26.443750
318		-25.600000
319		-23.887501
320		-23.362499
321		-22.693750
322		-20.100000
323		-19.781250
324		-19.256250
325		-18.387501
326		-16.987499
327		-18.125000
328		-17.337500
329		-17.393749
330		-18.643749
331		-19.606251
332		-19.868750
333		-21.268749
334		-22.225000
335		-21.674999
336		-22.200001
337		-22.868750
338		-21.150000
339		-20.831249
340		-20.218750
341		-18.556250
342		-16.668751
343		-15.881250
344		-14.631250
345		-12.537500
346		-12.593750
347		-12.362500
348		-10.850000
349		-11.025000
350		-11.718750
351		-11.343750
352		-11.925000
353		-13.350000
354		-13.468750
355		-13.318750
356		-13.818750
357		-14.193750
358		-13.612500
359		-14.018750
360		-14.368750
361		-13.350000
362		-13.118750
363		-13.087500
364		-12.156250
365		-10.587500
366		-10.643750
367		-9.625000
368		-7.500000
369		-7.093750
370		-6.337500
371		-4.793750
372		-4.125000
373		-4.093750
374		-3.250000
375		-2.700000
376		-3.368750
377		-3.162500
378		-2.987500
379		-4.300000
380		-5.318750
381		-4.793750
382		-5.956250
383		-7.093750
384		-6.975000
385		-6.887500
386		-7.300000
387		-6.450000
388		-5.318750
389		-5.056250
390		-3.950000
391		-2.231250
392		-1.331250
393		-0.281250
394		1.287500
395		2.131250
396		2.306250
397		3.906250
398		5.068750
399		5.481250
400		6.293750
401		7.050000
402		7.050000
403		7.400000
404		8.300000
405		8.450000
406		7.925000
407		9.175000
408		9.756250
409		9.493750
410		10.018750
411		10.312500
412		9.406250
413		9.462500
414		9.725000
415		9.118750
416		8.562500
417		8.943750
418		9.350000
419		9.031250
420		10.075000
421		11.037500
422		11.562500
423		12.693750
424		14.468750
425		15.662500
426		16.012501
427		18.312500
428		19.625000
429		20.000000
430		21.137501
431		22.674999
432		22.562500
433		22.762501
434		23.812500
435		24.018749
436		23.112499
437		23.868750
438		24.106251
439		23.843750
440		24.362499
441		25.443750
442		25.181250
443		25.181250
444		26.143749
445		26.112499
446		26.168751
447		26.637501
448		27.043751
449		26.662500
450		26.431250
451		27.362499
452		26.812500
453		26.487499
454		27.243750
455		26.987499
456		26.637501
457		27.768749
458		28.731251
459		29.081249
460		29.693750
461		30.912500
462		30.331249
463		30.362499
464		30.737499
465		30.681250
466		30.100000
467		30.768749
468		30.650000
469		29.893749
470		29.750000
471		30.712500
472		30.418751
473		29.693750
474		31.118750
475		31.293751
476		30.968750
477		31.700001
478		32.512501
479		31.931250
480		31.787500
481		32.075001
482		31.700001
483		30.768749
484		30.825001
485		30.506250
486		30.100000
487		30.418751
488		31.118750
489		31.118750
490		31.381250
491		31.787500
492		31.437500
493		29.981251
494		30.187500
495		30.387501
496		29.662500
497		29.543751
498		30.362499
499		30.125000
500		29.606251
501		30.475000
502		30.625000
503		29.837500
504		30.681250
505		31.962500
506		31.612499
507		31.206249
508		31.756250
509		31.731251
510		31.556250
511		31.293751
512		31.987499
513		31.556250
514		30.562500
515		30.943750
516		30.156250
517		29.518749
518		30.037500
519		29.868750
520		29.225000
521		29.518749
522		30.187500
523		29.893749
524		29.718750
525		30.450001
526		30.912500
527		30.943750
528		31.206249
529		31.581249
530		31.143749
531		30.593750
532		30.681250
533		30.243750
534		28.962500
535		29.368750
536		28.818750
537		28.468750
538		28.062500
539		28.500000
540		28.262501
541		27.799999
542		28.237499
543		28.006250
544		27.418751
545		28.087500
546		28.174999
547		27.918751
548		27.768749
549		27.506250
550		27.362499
551		26.168751
552		26.487499
553		26.400000
554		25.531250
555		24.743750
556		25.150000
557		25.037500
558		24.656250
559		25.237499
560		25.643749
561		25.468750
562		25.237499
563		25.643749
564		25.356251
565		24.656250
566		25.237499
567		25.531250
568		25.500000
569		24.625000
570		25.381250
571		25.293751
572		24.450001
573		25.268749
574		24.862499
575		23.987499
576		23.143749
577		22.650000
578		22.706249
579		20.293751
580		19.331249
581		18.400000
582		16.506250
583		15.375000
584		15.575000
585		14.731250
586		13.743750
587		13.625000
588		13.712500
589		13.043750
590		13.075000
591		14.268750
592		14.037500
593		13.393750
594		14.181250
595		14.818750
596		14.793750
597		14.968750
598		15.868750
599		15.462500
600		14.381250
601		13.775000
602		13.043750
603		11.268750
604		9.812500
605		9.087500
606		7.050000
607		5.218750
608		4.256250
609		4.081250
610		2.075000
611		1.343750
612		1.256250
613		-0.106250
614		-0.575000
615		-0.575000
616		-0.575000
617		-1.300000
618		-1.681250
619		-1.012500
620		-1.912500
621		-3.368750
622		-3.400000
623		-3.425000
624		-4.006250
625		-4.475000
626		-4.156250
627		-5.518750
628		-6.887500
629		-7.062500
630		-8.025000
631		-9.418750
632		-10.412500
633		-10.850000
634		-11.781250
635		-13.231250
636		-13.231250
637		-13.556250
638		-14.631250
639		-15.268750
640		-15.181250
641		-16.318750
642		-17.862499
643		-18.356251
644		-18.325001
645		-19.343750
646		-20.506250
647		-20.450001
648		-21.237499
649		-22.343750
650		-22.981251
651		-22.924999
652		-23.825001
653		-24.612499
654		-24.612499
655		-24.581249
656		-25.512501
657		-25.687500
658		-24.756250
659		-25.337500
660		-25.687500
661		-25.837500
662		-25.893749
663		-27.087500
664		-27.525000
665		-27.087500
666		-27.350000
667		-28.543751
668		-28.456249
669		-29.325001
670		-31.481251
671		-33.343750
672		-33.693748
673		-34.474998
674		-35.818748
675		-35.206249
676		-35.381248
677		-35.818748
678		-36.106251
679		-35.237499
680		-34.474998
681		-33.806252
682		-32.556252
683		-32.674999
684		-33.200001
685		-35.031250
686		-35.087502
687		-35.525002
688		-36.193748
689		-36.312500
690		-35.787498
691		-36.250000
692		-36.893749
693		-36.750000
694		-36.662498
695		-37.706249
696		-39.018749
697		-38.318748
698		-37.706249
699		-38.143749
700		-37.068748
701		-36.106251
702		-37.506248
703		-39.131248
704		-39.631248
705		-40.093750
706		-41.200001
707		-40.906250
708		-39.775002
709		-39.306252
710		-39.974998
711		-39.018749
712		-37.943748
713		-38.000000
714		-37.968750
715		-36.718750
716		-36.862499
717		-37.125000
718		-36.312500
719		-35.493752
720		-35.818748
721		-36.599998
722		-35.381248
723		-35.493752
724		-36.543751
725		-36.575001
726		-35.818748
727		-36.487499
728		-37.125000
729		-36.456249
730		-36.424999
731		-37.474998
732		-37.356251
733		-36.924999
734		-37.037498
735		-36.599998
736		-34.450001
737		-33.312500
738		-32.500000
739		-31.799999
740		-31.131250
741		-31.743750
742		-32.150002
743		-31.856251
744		-32.031250
745		-33.343750
746		-33.375000
747		-33.312500
