Channel              :		CH1
Frequency            :		  ?
Period               :		  ?
PK-PK                :		31.27mV
Average              :		-0.408mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.001563mV
Time interval        :		10.00000uS

index		CH1_Voltage(mV)
1		-5.768750
2		-6.150000
3		-6.243750
4		-5.943750
5		-6.150000
6		-6.181250
7		-6.150000
8		-6.150000
9		-6.150000
10		-6.150000
11		-6.125000
12		-6.125000
13		-6.093750
14		-5.975000
15		-6.212500
16		-6.418750
17		-6.362500
18		-6.387500
19		-6.268750
20		-6.387500
21		-6.362500
22		-6.331250
23		-6.300000
24		-6.093750
25		-6.150000
26		-5.887500
27		-5.531250
28		-5.350000
29		-5.025000
30		-4.968750
31		-4.668750
32		-4.193750
33		-3.868750
34		-3.693750
35		-3.456250
36		-3.131250
37		-2.506250
38		-2.450000
39		-2.150000
40		-1.975000
41		-1.081250
42		-1.200000
43		-1.081250
44		-0.787500
45		-0.581250
46		-0.281250
47		-0.431250
48		-0.256250
49		-0.400000
50		-0.193750
51		0.012500
52		-0.400000
53		0.100000
54		-0.162500
55		-0.431250
56		-0.431250
57		-0.731250
58		-1.143750
59		-0.993750
60		-1.381250
61		-1.650000
62		-1.825000
63		-1.825000
64		-2.268750
65		-2.118750
66		-2.268750
67		-2.387500
68		-2.300000
69		-2.593750
70		-2.418750
71		-2.656250
72		-2.568750
73		-2.150000
74		-1.912500
75		-1.587500
76		-1.618750
77		-1.412500
78		-1.112500
79		-1.025000
80		-0.875000
81		-0.731250
82		-0.312500
83		0.100000
84		0.218750
85		0.725000
86		0.781250
87		1.318750
88		1.343750
89		1.675000
90		1.937500
91		2.593750
92		2.412500
93		2.825000
94		3.275000
95		3.600000
96		3.925000
97		4.218750
98		4.162500
99		4.575000
100		4.900000
101		4.931250
102		5.018750
103		4.812500
104		4.662500
105		5.018750
106		4.843750
107		4.756250
108		4.518750
109		4.756250
110		4.368750
111		4.606250
112		4.312500
113		4.312500
114		4.518750
115		4.812500
116		4.518750
117		5.018750
118		4.812500
119		4.993750
120		5.350000
121		5.256250
122		4.931250
123		5.493750
124		5.287500
125		5.231250
126		5.556250
127		5.881250
128		5.937500
129		6.206250
130		6.031250
131		6.531250
132		6.681250
133		7.068750
134		7.331250
135		7.393750
136		7.925000
137		7.956250
138		8.131250
139		8.281250
140		8.456250
141		8.843750
142		9.050000
143		9.112500
144		9.262500
145		9.493750
146		10.000000
147		10.237500
148		10.443750
149		10.625000
150		11.037500
151		11.306250
152		11.362500
153		11.718750
154		11.543750
155		12.368750
156		12.225000
157		12.162500
158		11.956250
159		11.750000
160		11.631250
161		11.750000
162		11.425000
163		11.425000
164		10.862500
165		10.443750
166		10.593750
167		10.118750
168		9.675000
169		9.318750
170		9.168750
171		8.962500
172		8.693750
173		8.668750
174		8.668750
175		8.075000
176		7.806250
177		7.568750
178		7.393750
179		7.212500
180		7.093750
181		7.006250
182		6.593750
183		6.268750
184		6.031250
185		6.443750
186		5.937500
187		6.618750
188		6.737500
189		6.475000
190		7.006250
191		6.800000
192		7.393750
193		7.481250
194		7.893750
195		8.487500
196		8.606250
197		8.812500
198		9.437500
199		9.643750
200		10.181250
201		10.831250
202		10.918750
203		11.512500
204		11.806250
205		12.018750
206		12.343750
207		12.312500
208		12.668750
209		13.025000
210		13.143750
211		13.143750
212		13.675000
213		13.556250
214		13.468750
215		13.643750
216		13.406250
217		13.406250
218		13.406250
219		13.350000
220		13.056250
221		12.906250
222		12.787500
223		12.462500
224		12.312500
225		11.543750
226		11.425000
227		11.306250
228		10.681250
229		10.325000
230		10.325000
231		10.206250
232		9.643750
233		9.468750
234		9.050000
235		9.050000
236		8.368750
237		8.131250
238		8.162500
239		8.043750
240		7.718750
241		7.187500
242		7.750000
243		7.687500
244		7.481250
245		7.425000
246		7.656250
247		8.193750
248		7.956250
249		8.106250
250		8.368750
251		8.756250
252		8.606250
253		8.906250
254		7.987500
255		8.843750
256		9.262500
257		9.168750
258		9.468750
259		9.493750
260		9.643750
261		9.612500
262		10.062500
263		9.943750
264		10.387500
265		10.087500
266		10.562500
267		10.681250
268		10.681250
269		11.187500
270		11.275000
271		10.981250
272		10.862500
273		10.887500
274		10.918750
275		10.862500
276		10.681250
277		10.062500
278		10.325000
279		10.087500
280		9.793750
281		9.262500
282		9.200000
283		9.025000
284		8.843750
285		8.906250
286		8.756250
287		8.606250
288		8.787500
289		8.668750
290		8.693750
291		8.962500
292		8.812500
293		8.756250
294		8.668750
295		8.812500
296		9.231250
297		9.262500
298		8.993750
299		9.381250
300		9.406250
301		9.318750
302		8.962500
303		8.962500
304		8.993750
305		8.693750
306		8.400000
307		8.400000
308		8.131250
309		8.012500
310		8.012500
311		7.806250
312		7.806250
313		7.568750
314		7.481250
315		7.750000
316		8.012500
317		7.687500
318		7.775000
319		8.106250
320		8.106250
321		8.250000
322		8.281250
323		8.312500
324		8.162500
325		8.131250
326		8.162500
327		8.075000
328		7.893750
329		7.893750
330		7.868750
331		8.131250
332		8.106250
333		8.075000
334		8.518750
335		8.400000
336		8.550000
337		8.962500
338		8.787500
339		8.906250
340		8.875000
341		8.843750
342		8.550000
343		8.343750
344		8.075000
345		7.718750
346		7.187500
347		7.275000
348		7.156250
349		6.918750
350		6.475000
351		6.412500
352		6.325000
353		6.531250
354		6.475000
355		6.475000
356		6.475000
357		6.618750
358		6.737500
359		6.650000
360		6.737500
361		6.737500
362		6.887500
363		7.037500
364		7.362500
365		7.600000
366		7.656250
367		8.106250
368		8.106250
369		8.606250
370		8.637500
371		8.962500
372		9.318750
373		9.493750
374		9.706250
375		9.643750
376		9.731250
377		9.943750
378		9.643750
379		9.643750
380		9.912500
381		9.493750
382		9.675000
383		9.706250
384		9.406250
385		9.643750
386		8.787500
387		8.668750
388		8.343750
389		7.806250
390		7.568750
391		7.362500
392		7.425000
393		6.918750
394		6.681250
395		6.506250
396		6.325000
397		6.531250
398		6.443750
399		6.237500
400		6.175000
401		6.087500
402		5.937500
403		5.793750
404		5.881250
405		5.912500
406		5.700000
407		5.818750
408		5.731250
409		5.612500
410		5.587500
411		5.493750
412		5.643750
413		5.350000
414		5.375000
415		5.556250
416		5.493750
417		5.406250
418		5.731250
419		5.587500
420		5.437500
421		5.525000
422		5.700000
423		5.437500
424		5.731250
425		5.493750
426		5.556250
427		5.556250
428		5.700000
429		5.643750
430		5.437500
431		5.468750
432		5.112500
433		5.700000
434		5.168750
435		5.200000
436		5.200000
437		5.587500
438		5.793750
439		6.000000
440		5.912500
441		6.237500
442		6.237500
443		6.056250
444		6.175000
445		6.887500
446		6.887500
447		6.887500
448		6.800000
449		7.037500
450		7.125000
451		7.331250
452		7.275000
453		7.750000
454		7.568750
455		7.425000
456		6.918750
457		7.037500
458		6.681250
459		6.150000
460		5.850000
461		5.050000
462		4.487500
463		3.956250
464		2.975000
465		2.056250
466		1.906250
467		1.731250
468		1.256250
469		1.106250
470		1.200000
471		1.525000
472		1.793750
473		1.581250
474		1.793750
475		2.143750
476		2.531250
477		2.768750
478		2.712500
479		3.037500
480		2.887500
481		3.512500
482		3.862500
483		4.162500
484		4.781250
485		5.318750
486		5.793750
487		6.293750
488		6.768750
489		7.425000
490		8.131250
491		8.575000
492		8.962500
493		9.793750
494		9.912500
495		9.850000
496		10.031250
497		9.643750
498		9.493750
499		9.493750
500		9.050000
501		8.131250
502		7.837500
503		7.275000
504		6.681250
505		6.737500
506		6.150000
507		5.700000
508		5.287500
509		4.693750
510		4.456250
511		3.925000
512		3.631250
513		3.656250
514		3.181250
515		3.181250
516		2.975000
517		2.887500
518		2.562500
519		2.293750
520		2.325000
521		2.056250
522		2.356250
523		2.175000
524		2.475000
525		2.237500
526		2.768750
527		2.887500
528		3.181250
529		3.362500
530		3.687500
531		3.631250
532		3.393750
533		3.775000
534		3.925000
535		3.656250
536		3.837500
537		4.075000
538		3.537500
539		3.418750
540		3.125000
541		3.125000
542		3.181250
543		2.825000
544		2.650000
545		2.562500
546		2.737500
547		2.237500
548		1.937500
549		2.087500
550		2.143750
551		2.593750
552		2.737500
553		2.975000
554		3.006250
555		3.125000
556		2.975000
557		3.275000
558		3.331250
559		3.418750
560		3.631250
561		4.012500
562		4.043750
563		3.837500
564		3.862500
565		3.775000
566		3.481250
567		3.362500
568		3.212500
569		3.300000
570		2.650000
571		2.737500
572		2.531250
573		2.325000
574		1.700000
575		1.343750
576		1.225000
577		0.931250
578		0.606250
579		0.162500
580		-0.075000
581		-0.581250
582		-0.731250
583		-0.968750
584		-1.231250
585		-1.381250
586		-1.437500
587		-1.556250
588		-1.556250
589		-2.118750
590		-1.618750
591		-2.000000
592		-2.118750
593		-2.000000
594		-1.975000
595		-1.912500
596		-1.856250
597		-1.556250
598		-1.381250
599		-1.025000
600		-0.850000
601		-0.787500
602		-0.668750
603		-1.231250
604		-1.025000
605		-1.112500
606		-0.937500
607		-1.412500
608		-1.650000
609		-1.768750
610		-1.856250
611		-2.000000
612		-2.300000
613		-2.593750
614		-2.212500
615		-2.300000
616		-2.712500
617		-2.593750
618		-2.593750
619		-3.012500
620		-3.037500
621		-2.893750
622		-3.187500
623		-3.306250
624		-3.250000
625		-3.781250
626		-3.631250
627		-3.662500
628		-3.662500
629		-3.900000
630		-3.843750
631		-4.050000
