Channel              :		CH1
Frequency            :		53.33Hz
Period               :		18.75ms
PK-PK                :		69.66mV
Average              :		-0.083mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.003125mV
Time interval        :		20.00000uS

index		CH1_Voltage(mV)
1		7.850000
2		5.912500
3		5.450000
4		6.150000
5		3.500000
6		4.737500
7		5.450000
8		4.912500
9		4.850000
10		4.212500
11		4.150000
12		3.912500
13		3.325000
14		3.150000
15		2.862500
16		3.150000
17		3.150000
18		3.087500
19		1.387500
20		2.387500
21		1.150000
22		1.800000
23		0.687500
24		-0.200000
25		0.500000
26		-1.612500
27		-1.487500
28		-3.900000
29		-3.612500
30		-4.437500
31		-4.612500
32		-4.075000
33		-3.262500
34		-3.487500
35		-2.075000
36		-1.787500
37		-2.850000
38		-4.375000
39		-2.487500
40		-1.900000
41		-1.437500
42		0.912500
43		0.800000
44		1.450000
45		2.037500
46		0.912500
47		-0.487500
48		-2.262500
49		-4.312500
50		-4.250000
51		-5.312500
52		-5.900000
53		-6.662500
54		-7.837500
55		-8.487500
56		-10.425000
57		-10.487500
58		-10.137500
59		-10.137500
60		-10.662499
61		-10.312500
62		-7.250000
63		-9.599999
64		-8.612500
65		-10.137500
66		-9.787499
67		-8.900000
68		-7.075000
69		-7.837500
70		-6.375000
71		-8.137500
72		-7.250000
73		-10.599999
74		-11.487500
75		-12.662499
76		-12.724999
77		-13.075000
78		-11.900000
79		-13.599999
80		-14.187500
81		-15.425000
82		-15.362500
83		-17.950001
84		-17.312500
85		-16.725000
86		-16.250000
87		-15.250000
88		-13.900000
89		-15.012500
90		-14.662499
91		-15.837500
92		-16.662500
93		-16.487499
94		-17.075001
95		-16.012501
96		-15.537499
97		-15.950000
98		-14.900000
99		-15.187500
100		-16.187500
101		-17.187500
102		-16.600000
103		-17.950001
104		-19.187500
105		-17.424999
106		-19.125000
107		-18.312500
108		-19.125000
109		-19.775000
110		-19.600000
111		-19.424999
112		-20.487499
113		-20.362499
114		-20.887501
115		-20.775000
116		-21.775000
117		-22.299999
118		-20.950001
119		-22.662500
120		-22.075001
121		-21.837500
122		-20.775000
123		-20.537500
124		-18.125000
125		-16.900000
126		-15.075000
127		-17.250000
128		-17.900000
129		-18.125000
130		-18.537500
