Channel              :		CH1
Frequency            :		44.64Hz
Period               :		22.40ms
PK-PK                :		53.26mV
Average              :		-0.337mV
Vertical pos         :		1.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		0.003125mV
Time interval        :		10.00000uS

index		CH1_Voltage(mV)
1		19.137501
2		18.675001
3		18.850000
4		18.325001
5		18.325001
6		17.962500
7		19.312500
8		18.137501
9		18.325001
10		17.787500
11		18.025000
12		17.675001
13		17.850000
14		17.850000
15		17.262501
16		17.137501
17		17.200001
18		17.025000
19		16.437500
20		16.787500
21		16.550001
22		17.262501
23		17.325001
24		16.500000
25		16.375000
26		16.375000
27		16.325001
28		16.200001
29		17.137501
30		16.737501
31		16.437500
32		15.787500
33		15.550000
34		16.262501
35		16.787500
36		15.787500
37		15.500000
38		15.675000
39		15.850000
40		15.500000
41		15.375000
42		16.087500
43		15.675000
44		16.137501
45		15.962501
46		16.737501
47		17.025000
48		16.375000
49		16.025000
50		17.025000
51		16.850000
52		17.612501
53		16.850000
54		16.912500
55		17.725000
56		17.500000
57		17.325001
58		17.087500
59		17.500000
60		17.850000
61		18.087500
62		17.912500
63		18.962500
64		18.262501
65		17.612501
66		18.500000
67		17.375000
68		17.437500
69		15.675000
70		16.675001
71		16.912500
72		16.375000
73		15.787500
74		16.375000
75		15.675000
76		15.087501
77		15.550000
78		15.375000
79		15.262500
80		15.962501
81		16.262501
82		16.087500
83		17.550001
84		17.612501
85		17.025000
86		17.375000
87		17.725000
88		17.262501
89		16.675001
90		16.087500
91		15.262500
92		13.737500
93		12.325000
94		11.850000
95		11.387500
96		10.200000
97		8.975000
98		8.737500
99		7.737500
100		6.562500
101		5.912500
102		6.150000
103		6.675000
104		5.675000
105		5.850000
106		6.387500
107		7.437500
108		7.262500
109		7.912500
110		8.850000
111		9.387500
112		9.612500
113		10.325000
114		10.737500
115		12.437500
116		13.087501
117		13.087501
118		13.325000
119		14.087501
120		14.675000
121		14.737500
122		15.437500
123		14.912500
124		14.850000
125		14.325000
126		13.500000
127		13.150001
128		12.025001
129		11.262500
130		10.150001
131		10.325000
132		8.800000
133		8.212501
134		7.262500
135		7.437500
136		7.212500
137		6.262500
138		5.500000
139		6.262500
140		5.975000
141		5.325000
142		4.912500
143		5.262500
144		5.912500
145		6.325000
146		6.387500
147		6.562500
148		7.150000
149		6.975000
150		7.325000
151		6.975000
152		7.325000
153		6.800000
154		7.037500
155		7.087500
156		7.262500
157		5.975000
158		5.150000
159		6.325000
160		5.975000
161		5.325000
162		4.325000
163		5.262500
164		4.450000
165		3.387500
166		3.625000
167		2.862500
168		3.087500
169		1.975000
170		1.912500
171		1.150000
172		1.975000
173		0.800000
174		1.737500
175		1.450000
176		2.150000
177		2.325000
178		0.862500
179		1.800000
180		1.450000
181		1.275000
182		1.387500
183		2.275000
184		1.387500
185		1.500000
186		0.912500
187		1.450000
188		1.562500
189		1.212500
190		0.687500
191		0.275000
192		-0.025000
193		-1.262500
194		-1.487500
195		-1.550000
196		-1.550000
197		-3.075000
198		-3.662500
199		-4.375000
200		-4.075000
201		-4.725000
202		-5.312500
203		-5.487500
204		-5.550000
205		-5.837500
206		-6.962500
207		-6.550000
208		-6.437500
209		-5.900000
210		-7.075000
211		-6.550000
212		-5.487500
213		-5.075000
214		-5.962500
215		-5.200000
216		-4.437500
217		-5.250000
218		-4.550000
219		-4.075000
220		-3.725000
221		-3.850000
222		-3.850000
223		-4.200000
224		-3.725000
225		-4.137500
226		-4.025000
227		-3.850000
228		-3.662500
229		-3.900000
230		-4.787500
231		-5.075000
232		-4.962500
233		-5.312500
234		-5.962500
235		-6.550000
236		-7.250000
237		-7.375000
238		-9.250000
239		-8.724999
240		-9.012500
241		-9.425000
242		-9.662499
243		-8.612500
244		-8.900000
245		-9.550000
246		-9.900000
247		-9.075000
248		-9.200000
249		-9.487500
250		-9.312500
251		-9.599999
252		-9.900000
253		-10.075000
254		-10.012500
255		-10.012500
256		-10.375000
257		-9.900000
258		-11.075000
259		-10.375000
260		-10.837500
261		-10.962500
262		-10.137500
263		-9.837500
264		-10.787499
265		-10.599999
266		-10.075000
267		-9.375000
268		-10.075000
269		-9.200000
270		-8.837500
271		-9.787499
272		-10.250000
273		-10.662499
274		-10.137500
275		-11.375000
276		-10.662499
277		-10.550000
278		-10.312500
279		-10.075000
280		-9.075000
281		-9.137500
282		-8.425000
283		-7.787500
284		-7.550000
285		-7.962500
286		-8.375000
287		-7.900000
288		-9.724999
289		-10.375000
290		-10.962500
291		-11.775000
292		-13.362500
293		-13.962500
294		-14.137500
295		-14.362500
296		-14.312500
297		-14.312500
298		-13.900000
299		-13.425000
300		-13.075000
301		-11.962500
302		-11.137500
303		-11.962500
304		-11.662499
